,network,protocol,seeding_budget,mi_value,diffusion_len,activated_prct_actors
2626,er5,AND,37.28,0.30000000000000004,6,97.8
2627,sf2,AND,37.28,0.30000000000000004,3,63.6
2628,sf3,AND,37.28,0.30000000000000004,3,46.1
2629,sf5,AND,37.28,0.30000000000000004,5,51.300000000000004
2630,aucs,AND,37.28,0.4,3,54.09836065573771
2631,ckm_physicians,AND,37.28,0.4,5,82.15767634854771
2632,eu_transportation,AND,37.28,0.4,8,100.0
2633,lazega,AND,37.28,0.4,4,100.0
2634,er2,AND,37.28,0.4,7,99.4
2635,er3,AND,37.28,0.4,12,96.8
2636,er5,AND,37.28,0.4,16,97.8
2637,sf2,AND,37.28,0.4,3,63.6
2638,sf3,AND,37.28,0.4,3,45.5
2639,sf5,AND,37.28,0.4,6,47.9
2640,aucs,AND,37.28,0.5,2,50.81967213114754
2641,ckm_physicians,AND,37.28,0.5,4,56.43153526970954
2642,eu_transportation,AND,37.28,0.5,7,91.12709832134293
2643,lazega,AND,37.28,0.5,6,100.0
2644,er2,AND,37.28,0.5,12,66.4
2645,er3,AND,37.28,0.5,5,46.5
2646,er5,AND,37.28,0.5,3,40.0
2647,sf2,AND,37.28,0.5,6,62.0
2648,sf3,AND,37.28,0.5,3,43.2
2649,sf5,AND,37.28,0.5,3,42.699999999999996
2650,aucs,AND,37.28,0.6,2,50.81967213114754
2651,ckm_physicians,AND,37.28,0.6,4,56.43153526970954
2652,eu_transportation,AND,37.28,0.6,7,91.12709832134293
2653,lazega,AND,37.28,0.6,2,40.845070422535215
2654,er2,AND,37.28,0.6,7,60.099999999999994
2655,er3,AND,37.28,0.6,6,44.800000000000004
2656,er5,AND,37.28,0.6,3,38.7
2657,sf2,AND,37.28,0.6,6,62.0
2658,sf3,AND,37.28,0.6,3,43.2
2659,sf5,AND,37.28,0.6,3,42.4
2660,aucs,AND,37.28,0.7000000000000001,3,45.90163934426229
2661,ckm_physicians,AND,37.28,0.7000000000000001,2,45.22821576763486
2662,eu_transportation,AND,37.28,0.7000000000000001,6,87.76978417266187
2663,lazega,AND,37.28,0.7000000000000001,1,38.028169014084504
2664,er2,AND,37.28,0.7000000000000001,4,44.6
2665,er3,AND,37.28,0.7000000000000001,3,39.300000000000004
2666,er5,AND,37.28,0.7000000000000001,2,37.4
2667,sf2,AND,37.28,0.7000000000000001,4,51.7
2668,sf3,AND,37.28,0.7000000000000001,2,40.0
2669,sf5,AND,37.28,0.7000000000000001,2,38.9
2670,aucs,AND,37.28,0.8,2,39.34426229508197
2671,ckm_physicians,AND,37.28,0.8,2,43.15352697095436
2672,eu_transportation,AND,37.28,0.8,4,80.0959232613909
2673,lazega,AND,37.28,0.8,1,38.028169014084504
2674,er2,AND,37.28,0.8,3,39.4
2675,er3,AND,37.28,0.8,2,38.1
2676,er5,AND,37.28,0.8,1,37.3
2677,sf2,AND,37.28,0.8,2,46.2
2678,sf3,AND,37.28,0.8,2,38.7
2679,sf5,AND,37.28,0.8,2,37.8
2680,aucs,AND,37.28,0.9,2,39.34426229508197
2681,ckm_physicians,AND,37.28,0.9,2,43.15352697095436
2682,eu_transportation,AND,37.28,0.9,2,76.49880095923261
2683,lazega,AND,37.28,0.9,1,38.028169014084504
2684,er2,AND,37.28,0.9,2,39.0
2685,er3,AND,37.28,0.9,2,37.9
2686,er5,AND,37.28,0.9,1,37.3
2687,sf2,AND,37.28,0.9,2,46.1
2688,sf3,AND,37.28,0.9,2,38.7
2689,sf5,AND,37.28,0.9,2,37.7
2690,aucs,AND,37.28,1.0,1,37.704918032786885
2691,ckm_physicians,AND,37.28,1.0,1,37.344398340248965
2692,eu_transportation,AND,37.28,1.0,1,37.410071942446045
2693,lazega,AND,37.28,1.0,1,38.028169014084504
2694,er2,AND,37.28,1.0,1,37.3
2695,er3,AND,37.28,1.0,1,37.3
2696,er5,AND,37.28,1.0,1,37.3
2697,sf2,AND,37.28,1.0,1,37.3
2698,sf3,AND,37.28,1.0,1,37.3
2699,sf5,AND,37.28,1.0,1,37.3
2700,aucs,AND,51.79,0.1,3,96.72131147540983
2701,ckm_physicians,AND,51.79,0.1,4,98.3402489626556
2702,eu_transportation,AND,51.79,0.1,4,100.0
2703,lazega,AND,51.79,0.1,3,100.0
2704,er2,AND,51.79,0.1,4,99.4
2705,er3,AND,51.79,0.1,4,96.89999999999999
2706,er5,AND,51.79,0.1,4,98.0
2707,sf2,AND,51.79,0.1,2,65.8
2708,sf3,AND,51.79,0.1,3,56.2
2709,sf5,AND,51.79,0.1,3,60.6
2710,aucs,AND,51.79,0.2,4,96.72131147540983
2711,ckm_physicians,AND,51.79,0.2,4,98.3402489626556
2712,eu_transportation,AND,51.79,0.2,4,100.0
2713,lazega,AND,51.79,0.2,3,100.0
2714,er2,AND,51.79,0.2,5,99.4
2715,er3,AND,51.79,0.2,4,96.89999999999999
2716,er5,AND,51.79,0.2,4,98.0
2717,sf2,AND,51.79,0.2,2,65.8
2718,sf3,AND,51.79,0.2,3,56.2
2719,sf5,AND,51.79,0.2,3,60.6
2720,aucs,AND,51.79,0.30000000000000004,4,96.72131147540983
2721,ckm_physicians,AND,51.79,0.30000000000000004,4,98.3402489626556
2722,eu_transportation,AND,51.79,0.30000000000000004,4,100.0
2723,lazega,AND,51.79,0.30000000000000004,3,100.0
2724,er2,AND,51.79,0.30000000000000004,5,99.4
2725,er3,AND,51.79,0.30000000000000004,5,96.89999999999999
2726,er5,AND,51.79,0.30000000000000004,5,98.0
2727,sf2,AND,51.79,0.30000000000000004,2,65.8
2728,sf3,AND,51.79,0.30000000000000004,3,56.2
2729,sf5,AND,51.79,0.30000000000000004,3,60.6
2730,aucs,AND,51.79,0.4,3,77.04918032786885
2731,ckm_physicians,AND,51.79,0.4,5,89.62655601659752
2732,eu_transportation,AND,51.79,0.4,4,100.0
2733,lazega,AND,51.79,0.4,3,100.0
2734,er2,AND,51.79,0.4,6,99.4
2735,er3,AND,51.79,0.4,9,96.89999999999999
2736,er5,AND,51.79,0.4,8,98.0
2737,sf2,AND,51.79,0.4,2,65.8
2738,sf3,AND,51.79,0.4,3,56.10000000000001
2739,sf5,AND,51.79,0.4,4,59.5
2740,aucs,AND,51.79,0.5,3,62.295081967213115
2741,ckm_physicians,AND,51.79,0.5,5,78.42323651452283
2742,eu_transportation,AND,51.79,0.5,7,98.08153477218225
2743,lazega,AND,51.79,0.5,4,100.0
2744,er2,AND,51.79,0.5,14,90.0
2745,er3,AND,51.79,0.5,10,71.89999999999999
2746,er5,AND,51.79,0.5,19,73.0
2747,sf2,AND,51.79,0.5,2,65.8
2748,sf3,AND,51.79,0.5,2,55.60000000000001
2749,sf5,AND,51.79,0.5,3,57.599999999999994
2750,aucs,AND,51.79,0.6,3,62.295081967213115
2751,ckm_physicians,AND,51.79,0.6,5,78.42323651452283
2752,eu_transportation,AND,51.79,0.6,7,96.88249400479616
2753,lazega,AND,51.79,0.6,4,100.0
2754,er2,AND,51.79,0.6,17,89.3
2755,er3,AND,51.79,0.6,9,71.6
2756,er5,AND,51.79,0.6,8,63.5
2757,sf2,AND,51.79,0.6,2,65.8
2758,sf3,AND,51.79,0.6,2,55.60000000000001
2759,sf5,AND,51.79,0.6,3,57.4
2760,aucs,AND,51.79,0.7000000000000001,4,60.65573770491803
2761,ckm_physicians,AND,51.79,0.7000000000000001,3,64.73029045643153
2762,eu_transportation,AND,51.79,0.7000000000000001,5,93.5251798561151
2763,lazega,AND,51.79,0.7000000000000001,5,63.38028169014085
2764,er2,AND,51.79,0.7000000000000001,4,62.4
2765,er3,AND,51.79,0.7000000000000001,4,58.199999999999996
2766,er5,AND,51.79,0.7000000000000001,2,53.900000000000006
2767,sf2,AND,51.79,0.7000000000000001,3,65.10000000000001
2768,sf3,AND,51.79,0.7000000000000001,2,55.00000000000001
2769,sf5,AND,51.79,0.7000000000000001,3,53.900000000000006
2770,aucs,AND,51.79,0.8,2,55.73770491803278
2771,ckm_physicians,AND,51.79,0.8,2,60.99585062240664
2772,eu_transportation,AND,51.79,0.8,5,92.56594724220624
2773,lazega,AND,51.79,0.8,2,53.52112676056338
2774,er2,AND,51.79,0.8,3,56.3
2775,er3,AND,51.79,0.8,2,54.2
2776,er5,AND,51.79,0.8,2,51.9
2777,sf2,AND,51.79,0.8,2,63.2
2778,sf3,AND,51.79,0.8,2,53.7
2779,sf5,AND,51.79,0.8,2,52.800000000000004
2780,aucs,AND,51.79,0.9,2,54.09836065573771
2781,ckm_physicians,AND,51.79,0.9,2,60.99585062240664
2782,eu_transportation,AND,51.79,0.9,2,89.68824940047962
2783,lazega,AND,51.79,0.9,1,52.112676056338024
2784,er2,AND,51.79,0.9,2,55.60000000000001
2785,er3,AND,51.79,0.9,2,53.900000000000006
2786,er5,AND,51.79,0.9,1,51.800000000000004
2787,sf2,AND,51.79,0.9,2,63.2
2788,sf3,AND,51.79,0.9,2,53.7
2789,sf5,AND,51.79,0.9,2,52.7
2790,aucs,AND,51.79,1.0,1,52.459016393442624
2791,ckm_physicians,AND,51.79,1.0,1,51.867219917012456
2792,eu_transportation,AND,51.79,1.0,1,51.798561151079134
2793,lazega,AND,51.79,1.0,1,52.112676056338024
2794,er2,AND,51.79,1.0,1,51.800000000000004
2795,er3,AND,51.79,1.0,1,51.800000000000004
2796,er5,AND,51.79,1.0,1,51.800000000000004
2797,sf2,AND,51.79,1.0,1,51.800000000000004
2798,sf3,AND,51.79,1.0,1,51.800000000000004
2799,sf5,AND,51.79,1.0,1,51.800000000000004
2800,aucs,AND,71.97,0.1,3,100.0
2801,ckm_physicians,AND,71.97,0.1,4,100.0
2802,eu_transportation,AND,71.97,0.1,3,100.0
2803,lazega,AND,71.97,0.1,2,100.0
2804,er2,AND,71.97,0.1,3,99.5
2805,er3,AND,71.97,0.1,3,97.6
2806,er5,AND,71.97,0.1,3,98.5
2807,sf2,AND,71.97,0.1,2,74.8
2808,sf3,AND,71.97,0.1,2,72.5
2809,sf5,AND,71.97,0.1,2,75.1
2810,aucs,AND,71.97,0.2,4,100.0
2811,ckm_physicians,AND,71.97,0.2,4,100.0
2812,eu_transportation,AND,71.97,0.2,3,100.0
2813,lazega,AND,71.97,0.2,2,100.0
2814,er2,AND,71.97,0.2,3,99.5
2815,er3,AND,71.97,0.2,3,97.6
2816,er5,AND,71.97,0.2,3,98.5
2817,sf2,AND,71.97,0.2,2,74.8
2818,sf3,AND,71.97,0.2,2,72.5
2819,sf5,AND,71.97,0.2,2,75.1
2820,aucs,AND,71.97,0.30000000000000004,4,100.0
2821,ckm_physicians,AND,71.97,0.30000000000000004,4,100.0
2822,eu_transportation,AND,71.97,0.30000000000000004,3,100.0
2823,lazega,AND,71.97,0.30000000000000004,2,100.0
2824,er2,AND,71.97,0.30000000000000004,4,99.5
2825,er3,AND,71.97,0.30000000000000004,4,97.6
2826,er5,AND,71.97,0.30000000000000004,4,98.5
2827,sf2,AND,71.97,0.30000000000000004,2,74.8
2828,sf3,AND,71.97,0.30000000000000004,2,72.5
2829,sf5,AND,71.97,0.30000000000000004,2,75.1
2830,aucs,AND,71.97,0.4,2,91.80327868852459
2831,ckm_physicians,AND,71.97,0.4,4,96.2655601659751
2832,eu_transportation,AND,71.97,0.4,3,100.0
2833,lazega,AND,71.97,0.4,2,100.0
2834,er2,AND,71.97,0.4,4,99.5
2835,er3,AND,71.97,0.4,4,97.6
2836,er5,AND,71.97,0.4,4,98.5
2837,sf2,AND,71.97,0.4,2,74.8
2838,sf3,AND,71.97,0.4,2,72.5
2839,sf5,AND,71.97,0.4,2,75.1
2840,aucs,AND,71.97,0.5,3,85.24590163934425
2841,ckm_physicians,AND,71.97,0.5,4,92.11618257261411
2842,eu_transportation,AND,71.97,0.5,2,98.56115107913669
2843,lazega,AND,71.97,0.5,3,100.0
2844,er2,AND,71.97,0.5,6,97.39999999999999
2845,er3,AND,71.97,0.5,6,93.5
2846,er5,AND,71.97,0.5,6,96.5
2847,sf2,AND,71.97,0.5,2,74.8
2848,sf3,AND,71.97,0.5,2,72.5
2849,sf5,AND,71.97,0.5,2,74.9
2850,aucs,AND,71.97,0.6,3,85.24590163934425
2851,ckm_physicians,AND,71.97,0.6,4,92.11618257261411
2852,eu_transportation,AND,71.97,0.6,2,98.56115107913669
2853,lazega,AND,71.97,0.6,3,100.0
2854,er2,AND,71.97,0.6,6,97.39999999999999
2855,er3,AND,71.97,0.6,6,93.5
2856,er5,AND,71.97,0.6,7,96.5
2857,sf2,AND,71.97,0.6,2,74.8
2858,sf3,AND,71.97,0.6,2,72.5
2859,sf5,AND,71.97,0.6,2,74.9
2860,aucs,AND,71.97,0.7000000000000001,4,85.24590163934425
2861,ckm_physicians,AND,71.97,0.7000000000000001,3,84.23236514522821
2862,eu_transportation,AND,71.97,0.7000000000000001,2,98.56115107913669
2863,lazega,AND,71.97,0.7000000000000001,3,100.0
2864,er2,AND,71.97,0.7000000000000001,5,89.9
2865,er3,AND,71.97,0.7000000000000001,4,84.8
2866,er5,AND,71.97,0.7000000000000001,5,80.9
2867,sf2,AND,71.97,0.7000000000000001,2,74.8
2868,sf3,AND,71.97,0.7000000000000001,2,72.5
2869,sf5,AND,71.97,0.7000000000000001,2,74.0
2870,aucs,AND,71.97,0.8,2,77.04918032786885
2871,ckm_physicians,AND,71.97,0.8,2,82.57261410788381
2872,eu_transportation,AND,71.97,0.8,2,98.56115107913669
2873,lazega,AND,71.97,0.8,4,91.54929577464789
2874,er2,AND,71.97,0.8,2,80.5
2875,er3,AND,71.97,0.8,2,77.9
2876,er5,AND,71.97,0.8,3,73.7
2877,sf2,AND,71.97,0.8,2,74.8
2878,sf3,AND,71.97,0.8,2,72.5
2879,sf5,AND,71.97,0.8,2,73.8
2880,aucs,AND,71.97,0.9,2,77.04918032786885
2881,ckm_physicians,AND,71.97,0.9,2,82.57261410788381
2882,eu_transportation,AND,71.97,0.9,2,98.56115107913669
2883,lazega,AND,71.97,0.9,2,77.46478873239437
2884,er2,AND,71.97,0.9,2,80.5
2885,er3,AND,71.97,0.9,2,77.9
2886,er5,AND,71.97,0.9,2,72.6
2887,sf2,AND,71.97,0.9,2,74.8
2888,sf3,AND,71.97,0.9,2,72.5
2889,sf5,AND,71.97,0.9,2,73.8
2890,aucs,AND,71.97,1.0,1,72.1311475409836
2891,ckm_physicians,AND,71.97,1.0,1,72.19917012448133
2892,eu_transportation,AND,71.97,1.0,1,72.18225419664267
2893,lazega,AND,71.97,1.0,1,73.23943661971832
2894,er2,AND,71.97,1.0,1,72.0
2895,er3,AND,71.97,1.0,1,72.0
2896,er5,AND,71.97,1.0,1,72.0
2897,sf2,AND,71.97,1.0,1,72.0
2898,sf3,AND,71.97,1.0,1,72.0
2899,sf5,AND,71.97,1.0,1,72.0
2900,aucs,AND,100.0,0.1,1,100.0
2901,ckm_physicians,AND,100.0,0.1,1,100.0
2902,eu_transportation,AND,100.0,0.1,1,100.0
2903,lazega,AND,100.0,0.1,1,100.0
2904,er2,AND,100.0,0.1,1,100.0
2905,er3,AND,100.0,0.1,1,100.0
2906,er5,AND,100.0,0.1,1,100.0
2907,sf2,AND,100.0,0.1,1,100.0
2908,sf3,AND,100.0,0.1,1,100.0
2909,sf5,AND,100.0,0.1,1,100.0
2910,aucs,AND,100.0,0.2,1,100.0
2911,ckm_physicians,AND,100.0,0.2,1,100.0
2912,eu_transportation,AND,100.0,0.2,1,100.0
2913,lazega,AND,100.0,0.2,1,100.0
2914,er2,AND,100.0,0.2,1,100.0
2915,er3,AND,100.0,0.2,1,100.0
2916,er5,AND,100.0,0.2,1,100.0
2917,sf2,AND,100.0,0.2,1,100.0
2918,sf3,AND,100.0,0.2,1,100.0
2919,sf5,AND,100.0,0.2,1,100.0
2920,aucs,AND,100.0,0.30000000000000004,1,100.0
2921,ckm_physicians,AND,100.0,0.30000000000000004,1,100.0
2922,eu_transportation,AND,100.0,0.30000000000000004,1,100.0
2923,lazega,AND,100.0,0.30000000000000004,1,100.0
2924,er2,AND,100.0,0.30000000000000004,1,100.0
2925,er3,AND,100.0,0.30000000000000004,1,100.0
2926,er5,AND,100.0,0.30000000000000004,1,100.0
2927,sf2,AND,100.0,0.30000000000000004,1,100.0
2928,sf3,AND,100.0,0.30000000000000004,1,100.0
2929,sf5,AND,100.0,0.30000000000000004,1,100.0
2930,aucs,AND,100.0,0.4,1,100.0
2931,ckm_physicians,AND,100.0,0.4,1,100.0
2932,eu_transportation,AND,100.0,0.4,1,100.0
2933,lazega,AND,100.0,0.4,1,100.0
2934,er2,AND,100.0,0.4,1,100.0
2935,er3,AND,100.0,0.4,1,100.0
2936,er5,AND,100.0,0.4,1,100.0
2937,sf2,AND,100.0,0.4,1,100.0
2938,sf3,AND,100.0,0.4,1,100.0
2939,sf5,AND,100.0,0.4,1,100.0
2940,aucs,AND,100.0,0.5,1,100.0
2941,ckm_physicians,AND,100.0,0.5,1,100.0
2942,eu_transportation,AND,100.0,0.5,1,100.0
2943,lazega,AND,100.0,0.5,1,100.0
2944,er2,AND,100.0,0.5,1,100.0
2945,er3,AND,100.0,0.5,1,100.0
2946,er5,AND,100.0,0.5,1,100.0
2947,sf2,AND,100.0,0.5,1,100.0
2948,sf3,AND,100.0,0.5,1,100.0
2949,sf5,AND,100.0,0.5,1,100.0
2950,aucs,AND,100.0,0.6,1,100.0
2951,ckm_physicians,AND,100.0,0.6,1,100.0
2952,eu_transportation,AND,100.0,0.6,1,100.0
2953,lazega,AND,100.0,0.6,1,100.0
2954,er2,AND,100.0,0.6,1,100.0
2955,er3,AND,100.0,0.6,1,100.0
2956,er5,AND,100.0,0.6,1,100.0
2957,sf2,AND,100.0,0.6,1,100.0
2958,sf3,AND,100.0,0.6,1,100.0
2959,sf5,AND,100.0,0.6,1,100.0
2960,aucs,AND,100.0,0.7000000000000001,1,100.0
2961,ckm_physicians,AND,100.0,0.7000000000000001,1,100.0
2962,eu_transportation,AND,100.0,0.7000000000000001,1,100.0
2963,lazega,AND,100.0,0.7000000000000001,1,100.0
2964,er2,AND,100.0,0.7000000000000001,1,100.0
2965,er3,AND,100.0,0.7000000000000001,1,100.0
2966,er5,AND,100.0,0.7000000000000001,1,100.0
2967,sf2,AND,100.0,0.7000000000000001,1,100.0
2968,sf3,AND,100.0,0.7000000000000001,1,100.0
2969,sf5,AND,100.0,0.7000000000000001,1,100.0
2970,aucs,AND,100.0,0.8,1,100.0
2971,ckm_physicians,AND,100.0,0.8,1,100.0
2972,eu_transportation,AND,100.0,0.8,1,100.0
2973,lazega,AND,100.0,0.8,1,100.0
2974,er2,AND,100.0,0.8,1,100.0
2975,er3,AND,100.0,0.8,1,100.0
2976,er5,AND,100.0,0.8,1,100.0
2977,sf2,AND,100.0,0.8,1,100.0
2978,sf3,AND,100.0,0.8,1,100.0
2979,sf5,AND,100.0,0.8,1,100.0
2980,aucs,AND,100.0,0.9,1,100.0
2981,ckm_physicians,AND,100.0,0.9,1,100.0
2982,eu_transportation,AND,100.0,0.9,1,100.0
2983,lazega,AND,100.0,0.9,1,100.0
2984,er2,AND,100.0,0.9,1,100.0
2985,er3,AND,100.0,0.9,1,100.0
2986,er5,AND,100.0,0.9,1,100.0
2987,sf2,AND,100.0,0.9,1,100.0
2988,sf3,AND,100.0,0.9,1,100.0
2989,sf5,AND,100.0,0.9,1,100.0
2990,aucs,AND,100.0,1.0,1,100.0
2991,ckm_physicians,AND,100.0,1.0,1,100.0
2992,eu_transportation,AND,100.0,1.0,1,100.0
2993,lazega,AND,100.0,1.0,1,100.0
2994,er2,AND,100.0,1.0,1,100.0
2995,er3,AND,100.0,1.0,1,100.0
2996,er5,AND,100.0,1.0,1,100.0
2997,sf2,AND,100.0,1.0,1,100.0
2998,sf3,AND,100.0,1.0,1,100.0
2999,sf5,AND,100.0,1.0,1,100.0
